instruction,reference,generated,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi. Thanks for your query. Noted your history of more frequent urination with some yellow/green discharge in it. Intense pain in lower left abdomen, getting better with pressure. Now the pain is all over abdomen. I would advise you the following in such a situation. First send urine for tests of routine, microscopy, culture and sensitivity before antibiotic is started to get a proper reports which help in further treatment. Further, tests of blood, stool ultrasonography of the abdomen and so on. Clinical evaluation and examination by a General Surgeon to have a proper diagnosis and further proper treatment. I hope this answer helps you to get an early and proper diagnosis and treatment.","
Hi, Thanks for writing in. I am sorry your father is not doing well. There are two possibilities in his case -1) He might have developed liver cancer2 years back and it has now spread to other organs like lungs or brain. In this case he will have symptoms of cancer and will require treatment like chemotherapy or radiotherapy.2) He might have developed liver failure and this can be due to liver cancer, cirrhosis or any other cause. In this case he will need treatment for liver failure which might include medicines, surgery or even liver transplant. Please discuss with your doctors about the above possibilities and also ask them to",0.20512820512820512,0.20253164556962025,0.20382165105115838,0.00980392156862745,0.009259259259259259,0.009523804527893776,0.20512820512820512,0.20253164556962025,0.20382165105115838
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi Vila, Thanks for trusting Chat Doctor with your query. Your problem seems to be a very rare kind of addiction.  Based on the information provided, it seems you are motivated to give up this addiction as you appear to understand the fact that it is hurting your body physically. It seems that you are struggling psychologically as well. I guess first and foremost, you should get yourself checked physically as raw rice can cause some physical issues and some problems of menstruation could be due to other unrelated/related issues. An opinion from physician or gynecologist might be helpful. Next comes the issue of addiction. I suppose one method could be to use Exposure and response prevention strategy. The basic principle would be to expose you to raw rice which will possibly induce the desire to eat it and then have someone stop you from eating it. During this process, you might experience significant restlessness and anxiety. If you are motivated enough and know relaxation techniques, try to be in this situation for approximately 90 minutes or when you feel your anxiety is wearing off without any additional help. You will realize that gradually the intensity of your craving is reducing and after sometimes start doing it yourself. You can take the help of a clinical psychologist in this process. The role of medication would be very limited. However, I believe consulting a psychiatrist to explore other psychological issues (if any) can be of further benefit. Hope this will be of some help. Best wishes, ","
Hi and welcome to Chat Doctor. Thank you for providing this information. I understand your concern. You should have been tested for HIV. If positive you need to start treatment as soon as possible. It is very important that you get treated as early as possible, because it can prevent many complications. In case you are negative, then you don't need any treatment. Hope I was helpful. Kind regards,  Chat Doctor. ",0.5172413793103449,0.189873417721519,0.27777777384945135,0.04285714285714286,0.012345679012345678,0.01916932560095603,0.5,0.18354430379746836,0.2685185145901921
孕且查出丙肝孩子可以要吗，什么症状都没就是13号抽的血他们15号才做的今天才换到单子，上面HCV是阳性，我不知晓这样孩子可以要吗？,小孩传染丙肝的几率大概是4%，一般需要有打免疫球蛋白。一般来说没事儿的，不过一旦传染就是100%。丙肝没有办法实施母婴截断，但是母婴散播的几率很小，所以你不要担心，孩子出升后不要实施母乳喂养。此外，丙肝患者在治疗期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
你好，根据你描述得情况来看：丙型肝炎是由丙型肝炎病毒感染引来的，主要通过血液散播。如果在不知情的情况下感染了病毒，并且在怀上期间再次发生传染，那么胎儿可能会被感染。建议：如果母亲为丙肝患者，最好及时治疗，以免干扰胎儿生长发育。祝您健康！以上是对“孕且查出丙肝孩子可以要吗”这个问题的建议，期望对您有帮助，祝您健康！",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
腹部多器官联合移植的手术治疗有些什么？,腹部多器官联合移植,"
肝肾联合移植；肝肾联合移植术；肝肾联合移植手术；腹腔镜联合手术；肝肾联合移植手术治疗；肝肾联合移植手术治疗；肝肾联合移植术治疗；肝肾联合移植术；自体脾脏移植术；肝肾联合移植",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thanks for writing to us. Unexplained bruising once in while is understandable but if occurs frequently should be investigated thoroughly since it can indicate an underlying medical condition or ailment. Many times taking medications like aspirin, ibuprofen, non-steroidal anti-inflammatory Chat Doctor.  Topical and systemic corticosteroids cause skin thinning, making one prone to bruises. So let me know have you take any ","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your concern. The most common cause of such symptoms is a stone in the ureter (tube connecting kidney and bladder). Other causes include:1. Kidney infection2. Bladder irritation due to urinary tract infection3. Prostate enlargement4. Nerve problems leading to difficulty in emptying bladder. You should get following tests done :1. Urine routine and culture2. Blood routine, creatinine, electrolytes, urea2. Ultrasound-KUB and bladder scan. These tests will help us to find out the exact cause and then",0.13513513513513514,0.16393442622950818,0.1481481431945132,0.011627906976744186,0.01639344262295082,0.01360543732148815,0.13513513513513514,0.16393442622950818,0.1481481431945132
小儿雅司病的并发症,合并骨膜炎，多指性关节炎，皮损后可留下色素脱失性萎缩性瘢痕或皮肤挛缩、皲裂，晚期病例可发生长骨骨膜或骨质树胶肿性损害，引起骨质疏松，甚至形成腔隙，偶致腭穿孔或鼻骨、咽部损害，也可引起关节周围纤维瘤样结节和关节积液。可引起毁形性鼻咽炎、鼻骨炎、多发性指(趾)骨炎、手指关节炎、胫骨骨膜炎(佩刀胫)鶒。,"
(一)治疗本病尚无特效疗法。1.抗生素治疗：早期应用抗生素，可减轻症状及缩短病程，但不能阻止皮损的扩散。2.手术治疗：对皮肤损害严重者，可行手术切除。3.免疫调节剂：如转移因子、干扰素等。(4.中医中药：采用辨证施治的方法进行治疗，效果较好。(5.对症治疗：对继发感染可适当使用抗生素或磺胺类药物;瘙痒明显者可用1%苯唑卡因溶液涂擦患部，必要时口服镇静止痒药。(",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Welcome to Chat Doctor .1. I would think in terms of lymph nodal enlargement after BCG, or any recent infection, fever or systemic causes.2. To clear the doubt regarding cyst or lymph node - get an ultrasound axillary region - it will give exact nature of lesion, its source and extensions.3. But personally I feel like lymph nodal enlargement - you need to monitor and a followup visit with the treating doctor.4. Follow the advice given by your doctor, he is right. Good luck. Hope it helps you. Wish you a good health. Anything to ask ? Do not hesitate. Thank you.","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your concern. In a young male, this is usually due to an infection or stone in the urethra. Other causes like tumors, trauma, injury, etc., should be ruled out.  You need to get the following tests done :1. Urine routine and culture.2. Blood routine, creatinine, electrolytes, liver function test, sugar levels.3. Ultrasound-KUB with IVU.4. Urethral catheterization for urine analysis.5. Urinary flow rate study.6. Prostate examination",0.2564102564102564,0.23529411764705882,0.24539876801535634,0.036585365853658534,0.029411764705882353,0.03260869071124839,0.24358974358974358,0.2235294117647059,0.2331288293650496
右输尿馆结石伴右肾积水，右输尿馆结石伴右肾积水坐了手术治疗，两个月后拔出双j馆后两天查出右肾积水，右输尿馆上段扩张。2013，5，14日坐秘尿造影查出右肾积水，输尿馆无结石,治疗肾结石的方式方法有很多，如药物排石、溶石治疗。一般小于6mm的结石，理论上可以通过输尿管随尿液排出体外.选择大量饮水（2000ml以上）并保证尿液每日2000ml以上、适当运动、口服药物排石或溶石、体位排石治疗。,"
你好，根据你的描述，这种情况考虑一般如果只是轻微的积水，可以观察一段时间，如果积水严重的话，建议及时到医院泌尿外科就诊复查彩超看看，必要时行介入治疗即可。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Welcome to Chat Doctor .stabbing chest pain and numbness tingling in fingers point towards cervical spondylosis .please get cervical spine X-ray ...take neurotics as methylcobalamin .a good option is tab neurons plus .as it is prescription Chat Doctor. .maintain proper posture of neck .no more flexion please ...as you get problem when in stress so please as a precaution get BP checked and ECG done ...regards ,"
Hi, Thanks for writing in. It is possible that your child may be suffering from allergic rhinitis. This is due to an allergy to dust mites and other allergens like pollen grains which are present in the air. The symptoms of runny nose and sneezing are typical of allergic rhinitis. Since it has been 2 weeks since your child started with these symptoms, it is likely that he might have developed allergies. If this is true, then you should start him on antihistamines like levocetirizine and use a nasal decongestant spray like oxymetazoline. Please",0.1038961038961039,0.1509433962264151,0.12307691824733746,0.01098901098901099,0.015625,0.012903220958170395,0.09090909090909091,0.1320754716981132,0.1076923028627221
孩童中耳炎流黄水怎样医治，女宝宝3岁，刚上幼儿园，这一周，孩子说自己耳朵又痒又疼，察觉到，偶尔还会有黄色的液体流出，另外，好像没什么食欲也很乏力，请问：孩童中耳炎流黄水怎样医治。,在治疗上的话一般建议遵医嘱给孩子吃点消炎的药物，也可局部用药，比如给宝宝采取使用消炎类型的滴耳剂，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，孩子要是伴随着发烧的情况，家长可以给孩子服用一些有退烧作用的药物严重的话则应尽早就医，出现多次急性严重，或是已出现耳膜穿孔的，要及时的进行手术治疗，最后，希望家长能够重视这一疾病，尽早带孩子就医治疗，平时也要注意做好相关的预防和保健工作。,"
如果孩子得了中耳炎的话，首先可以用点对症的抗生素药物，服用药物的同时还可以进行一些局部治疗，如消炎类型的滴耳剂，症状如果是以耳痛为主的，可考虑给点镇痛类的药物，孩子伴有发烧的症状的话可以服用一些退烧的药物，严重的话则应尽早就医，除了以上这些药物治疗方法外，如果孩子出现了严重情况，如耳膜穿孔的情况，需要及时的医治的，治疗期间还要注意保持饮食卫生，以及足够的休息时间。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
阴道上部发红有白色的分泌物是怎么回事，我去年结的婚，最近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷，怕寒。请问阴道上部发红有白色的分泌物是怎么回事,属于感染引起的，可以服用中成药龙胆泻肝丸，三金片调理，高锰酸钾稀释液外洗，注意个人卫生，每天用清水清洗外阴，避免不良刺激。，考虑外阴炎或者阴道炎引起的症状。需要积极抗炎治疗。先化验白带常规看看。如果细菌性阴道炎服用妇科千金片和头孢菌素抗生素，另外局部使用洁尔阴清洗治疗。保妇康栓阴道用药。,"
你好，根据你的叙述，考虑是炎症引起的，一般和局部病原菌感染有关系的，可以口服阿莫灵，甲硝唑治疗试试，注意休息，不要刺激性食物，多喝水，慢慢会改善的，妇科疾病的出现不仅仅会影响女性的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下常规检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
脑膜刺激症状的诊断是什么？,脑脊液培养+药敏试验 --脑脊液培养+药敏试验是脑脊液感染时的一种检查。脑脊液葡萄糖(CSF-Glu) --脑脊液的一种检查方法。脑脊液细胞分类计数 --脑脊液的显微镜常规检查，一般以细胞计数和白细胞分类为主。脑脊液不含红细胞，无白细胞或含极少量的白细胞。有中枢神经系统疾病时，脑脊液中的细胞数增多，白细胞升高的种类发生变化。因此做脑脊液显微镜检查可以反映疾病的不同性质。脑脊液病原体检查(CSF) --对有脑膜刺激症状、疑为神经系统感染性疾病的病人做脑脊液病原学检查具有重要意义。抗乙型脑炎病毒抗体(EPBV-AB) --急性乙型脑炎患者在发病后第七天，可产生特异性抗乙型脑炎病毒抗体IgM (EPBV-IgM)，2～3周达高峰，故检测EPBV-IgM，有助于对急性乙型脑炎的早期诊断。检查时静脉血2ml，不抗凝，分离血清或脑脊液2ml进行测定。颅脑超声检查 --1、 B型超声颅脑检查法：主要用于2岁以内囟门未闭的小儿，通过囟门作为“声窗”进行扫查。2、经颅彩色多普勒显象：经颞窗、枕窗、眶窗探查，可探及大脑动脉，根据颅内血管的流速、频宽、流向异常或音频异常等确定，应用于脑血管疾病的诊断及病因分类。尿维生素B6(VitB6) --维生素B6为人体内某些辅酶的组成成分，参与多种代谢反应，尤其是和氨基酸代谢有密切关系。维生素B6长期缺乏会导致皮肤、中枢神经系统和造血机构的损害。动物缺乏维生素B6的症状为皮炎、痉挛、贫血等。单纯的维生素B6缺乏症在人类极少见。临床上应用维生素B6制剂防治妊娠呕吐和放射病呕吐。脑脊液蛋白电泳 --脑脊液蛋白电泳主要用于多发性硬化症，神经梅毒及亚急性硬化性全脑炎等的诊断。,"
1.体格检查 有脑膜刺激征者，应进一步检查其部位和程度。如颈强直、Kernig征、Brudzinski征等，以区别不同病因所致的脑膜刺激征。 22.实验室检查 外周血象白细胞总数升高，中性粒细胞比例增高;CSF压力升高，外观混浊，蛋白增高，糖含量降低，氯化物减少，细胞数增多，以多核细胞为主，涂片可见到细菌。 3.辅助检查 脑电图：有脑膜炎时，可表现为",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小孩睡觉时抽搐是癫痫吗？癫痫什么症状，感谢医生为我快速解答——该怎么样治疗和预防,"1、大复发：约占癫痫复发的50％，多在1岁左右或14—17岁之间。大复发可分四个时期：(1)先兆期：有头晕、胃部不适。(2)强直期：突然意识丧失、倒地、头后仰、肢体强直，由于隔肌痉挛，病人发出“羊羔”样吼叫，面色青紫、瞳孔散大、呼吸暂停，持续数十秒不等。(3)阵挛期：全身肌肉有节律性抽动、常咬破舌头、口吐白沫、可伴有大小便失禁，一般持续1-3分钟。(4)恢复期：一般要数十分钟才能清醒，病人对复发过程不能回忆，全身疼痛、乏力。个别病人在恢复期有狂燥、乱跑乱叫、打人毁物等情况发生。2、小复发：痴痫小复发又称失神复发，典型的表现为病人有短暂意识丧失，大多数意识完全丧失，偶尔意识障碍较浅，对周围有所了解，能听见问话，但不能回答。意识障碍短暂而频发为其特点。3、精神运动性复发：在意识障碍的背景上，常有错觉、幻觉及自动症等。因多由颞叶病变引起，故又称颞叶癫痫。发病年龄在各型癫痫中较晚，多在20岁左右首次发病。约有40％的病人发病时有先兆，感到胃部不适、幻听、幻味、眩晕、恶心、恐惧等。温馨提示应避免劳累,保证充足的睡眠,成人至少保证每天睡眠7~9小时,儿童至少8~16小时.参加适量运动,如散步、慢跑、羽毛球、网球、乒乓球等，不能参加游泳、登山、跳水等运动，也尽量不骑自行车，防止复发时摔伤，或出现交通事故;少看电视，禁止玩电子游戏。","
你好，这种情况考虑是有癫痫发作的可能，可以做脑电图检查确诊，平时注意休息及营养，避免劳累及熬夜，适当锻炼身体增强体质。祝早日康复！ ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
